YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,7,7,2,MQ,3296,N534MQ,BNA,ORD,600,558,-2,11,609,107,114,85,409,734,18,747,752,5,0,0,,,,,,
2015,1,4,7,DL,1970,N821DN,MSY,ATL,1000,956,-4,12,1008,82,77,61,425,1209,4,1222,1213,-9,0,0,,,,,,
2015,2,18,3,UA,1002,N76528,DEN,LAX,1751,1806,15,15,1821,152,134,112,862,1913,7,1923,1920,-3,0,0,,,,,,
2015,10,15,4,EV,6159,N15986,10792,11618,1850,1902,12,24,1926,81,82,49,282,2015,9,2011,2024,13,0,0,,,,,,
2015,5,14,4,US,853,N750UW,PBI,CLT,1345,1344,-1,7,1351,112,105,94,590,1525,4,1537,1529,-8,0,0,,,,,,
2015,6,7,7,WN,2155,N560WN,BNA,TPA,2040,2122,42,8,2130,100,90,77,612,2347,5,2320,2352,32,0,0,,0,0,0,32,0
2015,4,6,1,WN,37,N918WN,HOU,CRP,1710,1714,4,6,1720,50,43,33,187,1753,4,1800,1757,-3,0,0,,,,,,
2015,7,10,5,UA,1497,N69835,SFO,SEA,2029,2029,0,13,2042,124,126,100,679,2222,13,2233,2235,2,0,0,,,,,,
2015,1,9,5,EV,4433,N12172,ORD,CLE,1545,1709,84,15,1724,80,70,48,315,1912,7,1805,1919,74,0,0,,0,0,0,62,12
2015,3,12,4,AA,1664,N3KDAA,SAT,DFW,1615,1617,2,13,1630,70,64,43,247,1713,8,1725,1721,-4,0,0,,,,,,
2015,9,7,1,DL,2115,N924DN,ABQ,MSP,1500,1453,-7,10,1503,144,122,109,981,1752,3,1824,1755,-29,0,0,,,,,,
2015,6,27,6,US,1897,N521UW,CLT,ATL,2230,2250,20,36,2326,71,81,41,226,7,4,2341,11,30,0,0,,10,0,0,20,0
2015,1,2,5,F9,214,N934FR,DEN,AUS,1025,1025,0,9,1034,119,132,116,775,1330,7,1324,1337,13,0,0,,,,,,
2015,2,20,5,EV,5075,N980EV,ATL,CAE,828,825,-3,22,847,54,55,29,192,916,4,922,920,-2,0,0,,,,,,
2015,10,29,4,DL,653,N357NB,13487,10713,905,917,12,19,936,188,175,153,1142,1109,3,1113,1112,-1,0,0,,,,,,
2015,12,23,3,WN,1471,N735SA,CMH,BWI,930,925,-5,9,934,80,67,51,337,1025,7,1050,1032,-18,0,0,,,,,,
2015,4,22,3,MQ,3224,N637MQ,VPS,DFW,1237,1228,-9,8,1236,133,131,119,641,1435,4,1450,1439,-11,0,0,,,,,,
2015,10,17,6,UA,1953,N57862,12266,10721,1910,1913,3,10,1923,224,191,176,1597,2319,5,2354,2324,-30,0,0,,,,,,
2015,1,27,2,WN,278,N487WN,DCA,DAL,2050,2047,-3,14,2101,225,176,159,1184,2240,3,2335,2243,-52,0,0,,,,,,
2015,11,1,7,DL,1298,N585NW,MSP,LAX,1125,1140,15,13,1153,240,240,205,1535,1318,22,1325,1340,15,0,0,,0,0,0,15,0
2015,9,18,5,UA,1758,N18243,DEN,EWR,1529,1608,39,12,1620,221,239,216,1605,2156,11,2110,2207,57,0,0,,18,0,23,16,0
2015,1,6,2,WN,453,N905WN,DCA,TPA,1950,2106,76,10,2116,155,141,127,814,2323,4,2225,2327,62,0,0,,0,0,0,62,0
2015,11,14,6,MQ,3289,N668MQ,DFW,CVG,1505,1523,18,13,1536,132,123,106,812,1822,4,1817,1826,9,0,0,,,,,,
2015,12,14,1,B6,1808,N231JB,IAD,JFK,2015,2137,82,48,2225,81,105,49,228,2314,8,2136,2322,106,0,0,,106,0,0,0,0
2015,8,27,4,AA,1745,N732US,CLT,PIT,1630,1708,38,19,1727,87,74,51,366,1818,4,1757,1822,25,0,0,,0,0,25,0,0
2015,1,18,7,WN,1058,N925WN,MDW,BWI,1000,1004,4,6,1010,105,90,79,611,1229,5,1245,1234,-11,0,0,,,,,,
2015,5,17,7,WN,1785,N7730A,STL,DAL,1255,1249,-6,11,1300,100,114,99,546,1439,4,1435,1443,8,0,0,,,,,,
2015,10,20,2,NK,968,N630NK,13930,10821,2135,2114,-21,26,2140,108,115,83,622,3,6,23,9,-14,0,0,,,,,,
2015,2,27,5,DL,2429,N943DN,GRR,MSP,1606,1639,33,23,1702,99,95,67,408,1709,5,1645,1714,29,0,0,,0,0,20,9,0
2015,6,8,1,UA,358,N472UA,AUS,SFO,800,806,6,9,815,228,222,201,1504,936,12,948,948,0,0,0,,,,,,
2015,11,13,5,DL,2147,N900PC,ATL,PNS,2219,2216,-3,19,2235,76,70,47,271,2222,4,2235,2226,-9,0,0,,,,,,
2015,3,26,4,WN,380,N909WN,MCO,MSY,710,702,-8,8,710,115,98,87,551,737,3,805,740,-25,0,0,,,,,,
2015,7,7,2,OO,4443,N455CA,CVG,MKE,2007,2030,23,9,2039,78,66,53,318,2032,4,2025,2036,11,0,0,,,,,,
2015,10,19,1,UA,1126,N14231,11292,10299,1117,1115,-2,16,1131,343,328,309,2405,1440,3,1500,1443,-17,0,0,,,,,,
2015,8,20,4,WN,2739,N402WN,BWI,GRR,2035,2106,31,11,2117,100,91,75,528,2232,5,2215,2237,22,0,0,,0,0,0,22,0
2015,1,13,2,AA,1041,N3FDAA,CLT,DFW,1514,1508,-6,16,1524,177,192,146,936,1650,30,1711,1720,9,0,0,,,,,,
2015,12,26,6,AA,667,N190UW,EWR,CLT,635,655,20,12,707,120,118,99,529,846,7,835,853,18,0,0,,0,18,0,0,0
2015,12,29,2,WN,469,N8313F,PHX,SLC,2050,2058,8,16,2114,90,96,70,507,2224,10,2220,2234,14,0,0,,,,,,
2015,5,12,2,WN,2673,N372SW,LAX,AUS,815,813,-2,8,821,175,175,163,1242,1304,4,1310,1308,-2,0,0,,,,,,
2015,11,17,2,UA,542,N481UA,DEN,SLC,1845,1845,0,11,1856,97,86,71,391,2007,4,2022,2011,-11,0,0,,,,,,
2015,3,15,7,UA,240,N452UA,IAH,ORD,2108,2109,1,29,2138,154,161,125,925,2343,7,2342,2350,8,0,0,,,,,,
2015,9,24,4,UA,1795,N37255,PHX,IAH,1322,1319,-3,9,1328,161,147,133,1009,1741,5,1803,1746,-17,0,0,,,,,,
2015,9,12,6,OO,3495,N223AG,FAT,SEA,1135,1238,63,8,1246,125,112,97,748,1423,7,1340,1430,50,0,0,,0,0,0,50,0
2015,3,7,6,WN,2534,N232WN,MCO,STL,1545,1542,-3,17,1559,150,151,130,882,1709,4,1715,1713,-2,0,0,,,,,,
2015,1,27,2,OO,5299,N925SW,ORD,MKE,718,736,18,13,749,51,37,20,67,809,4,809,813,4,0,0,,,,,,
2015,3,13,5,DL,1195,N968AT,ATL,IAD,1531,1529,-2,13,1542,110,93,76,534,1658,4,1721,1702,-19,0,0,,,,,,
2015,4,30,4,MQ,3434,N543MQ,ORD,DTW,855,913,18,24,937,86,84,54,235,1131,6,1121,1137,16,0,0,,0,0,16,0,0
2015,11,18,3,AA,351,N4XBAA,DFW,IAH,1412,1415,3,14,1429,68,64,38,224,1507,12,1520,1519,-1,0,0,,,,,,
2015,6,13,6,B6,4,N760JB,SJU,JFK,1055,1055,0,16,1111,242,228,207,1598,1438,5,1457,1443,-14,0,0,,,,,,
2015,8,25,2,UA,1752,N39728,CLE,ORD,743,742,-1,12,754,89,81,54,315,748,15,812,803,-9,0,0,,,,,,
2015,9,6,7,OO,6342,N932EV,SFO,SAN,1527,1518,-9,15,1533,99,91,72,447,1645,4,1706,1649,-17,0,0,,,,,,
2015,8,4,2,OO,4577,N8828D,LSE,MSP,530,521,-9,8,529,52,41,28,119,557,5,622,602,-20,0,0,,,,,,
2015,11,12,4,DL,1632,N3742C,ORD,MSP,911,947,36,29,1016,87,91,56,334,1112,6,1038,1118,40,0,0,,4,0,6,30,0
2015,6,29,1,OO,4784,N455SW,LNK,MSP,1308,1304,-4,14,1318,80,84,59,331,1417,11,1428,1428,0,0,0,,,,,,
2015,2,4,3,EV,6113,N16981,ERI,ORD,1616,1620,4,22,1642,92,109,76,398,1658,11,1648,1709,21,0,0,,17,0,0,4,0
2015,1,21,3,OO,7381,N629BR,COD,SLC,1252,1244,-8,10,1254,75,57,44,298,1338,3,1407,1341,-26,0,0,,,,,,
2015,12,28,1,EV,4929,N678CA,ATL,ECP,843,842,-1,23,905,71,70,45,240,850,2,854,852,-2,0,0,,,,,,
2015,7,10,5,OO,6224,N909SW,RDM,DEN,545,538,-7,14,552,143,149,124,898,856,11,908,907,-1,0,0,,,,,,
2015,8,22,6,HA,115,N475HA,OGG,HNL,720,714,-6,6,720,35,34,22,100,742,6,755,748,-7,0,0,,,,,,
2015,5,8,5,EV,4324,N12569,MAF,IAH,1326,1319,-7,11,1330,89,99,71,429,1441,17,1455,1458,3,0,0,,,,,,
2015,9,3,4,EV,2623,N909EV,DFW,CAE,710,721,11,19,740,154,158,135,922,1055,4,1044,1059,15,0,0,,4,0,11,0,0
2015,3,16,1,OO,4632,N461SW,MSO,SLC,1303,1306,3,16,1322,87,88,68,436,1430,4,1430,1434,4,0,0,,,,,,
2015,4,9,4,UA,280,N830UA,CLE,LAS,1845,1841,-4,9,1850,275,266,250,1824,2000,7,2020,2007,-13,0,0,,,,,,
2015,7,26,7,DL,2173,N945DL,MIA,ATL,1400,1357,-3,10,1407,131,104,83,594,1530,11,1611,1541,-30,0,0,,,,,,
2015,6,10,3,F9,620,N952FR,DEN,DTW,2350,13,23,19,32,165,165,141,1123,453,5,435,458,23,0,0,,0,0,23,0,0
2015,2,4,3,EV,5362,N917EV,SHV,ATL,545,555,10,16,611,98,99,74,551,825,9,823,834,11,0,0,,,,,,
2015,11,20,5,EV,5105,N760EV,EYW,ATL,1446,1439,-7,9,1448,118,120,99,646,1627,12,1644,1639,-5,0,0,,,,,,
2015,6,29,1,OO,6349,N719SK,SNA,SFO,937,943,6,37,1020,87,99,58,372,1118,4,1104,1122,18,0,0,,18,0,0,0,0
2015,6,23,2,WN,4470,N402WN,DAL,LGA,1120,1223,63,11,1234,210,207,191,1381,1645,5,1550,1650,60,0,0,,60,0,0,0,0
2015,7,21,2,WN,2954,N353SW,SFO,PHX,1150,1527,217,14,1541,115,113,92,651,1713,7,1345,1720,215,0,0,,0,0,97,118,0
2015,2,19,4,WN,3583,N550WN,MDW,ORF,1325,1327,2,16,1343,120,114,92,704,1615,6,1625,1621,-4,0,0,,,,,,
2015,6,2,2,AA,2326,N029AA,IAH,MIA,1935,1923,-12,25,1948,145,147,119,964,2247,3,2300,2250,-10,0,0,,,,,,
2015,8,27,4,NK,103,N607NK,BOS,MYR,525,527,2,19,546,120,142,117,738,743,6,725,749,24,0,0,,22,0,2,0,0
2015,2,11,3,OO,4777,N445SW,PSC,SLC,1227,1216,-11,10,1226,92,102,81,521,1447,11,1459,1458,-1,0,0,,,,,,
2015,9,12,6,MQ,3411,N697MQ,DFW,LAW,1710,1701,-9,10,1711,54,44,30,140,1741,4,1804,1745,-19,0,0,,,,,,
2015,6,7,7,UA,1947,N69830,SAN,EWR,615,607,-8,24,631,327,312,278,2425,1409,10,1442,1419,-23,0,0,,,,,,
2015,11,30,1,WN,895,N360SW,DAL,MCI,1655,1711,16,10,1721,85,76,62,460,1823,4,1820,1827,7,0,0,,,,,,
2015,8,29,6,OO,6422,N961SW,SFO,SMX,2245,2237,-8,23,2300,71,68,41,216,2341,4,2356,2345,-11,0,0,,,,,,
2015,6,28,7,B6,135,N503JB,JFK,PHX,2000,2024,24,56,2120,332,349,288,2153,2308,5,2232,2313,41,0,0,,17,0,13,11,0
2015,1,30,5,MQ,3564,N827MQ,LGA,GSO,810,904,54,39,943,101,130,85,461,1108,6,951,1114,83,0,0,,29,0,54,0,0
2015,5,11,1,WN,3,N284WN,DAL,HOU,730,739,9,13,752,60,102,82,239,914,7,830,921,51,0,0,,46,0,0,5,0
2015,9,17,4,MQ,3414,N658MQ,ROC,ORD,1510,1545,35,10,1555,119,104,81,528,1616,13,1609,1629,20,0,0,,0,0,1,19,0
2015,3,2,1,MQ,3637,N908MQ,GRR,DFW,1625,1651,26,19,1710,178,208,156,931,1846,33,1823,1919,56,0,0,,30,0,5,21,0
2015,10,15,4,EV,4510,N14162,15016,12266,1435,1441,6,8,1449,130,108,93,667,1622,7,1645,1629,-16,0,0,,,,,,
2015,9,13,7,DL,1233,N364NB,ORF,ATL,1233,1225,-8,9,1234,115,116,93,516,1407,14,1428,1421,-7,0,0,,,,,,
2015,2,24,2,WN,732,N765SW,MDW,CLE,600,555,-5,10,605,75,62,46,307,751,6,815,757,-18,0,0,,,,,,
2015,9,16,3,OO,4696,N953SW,SLC,BZN,1107,1103,-4,28,1131,84,90,54,347,1225,8,1231,1233,2,0,0,,,,,,
2015,3,21,6,WN,2711,N756SA,BDL,DEN,735,729,-6,20,749,270,267,241,1671,950,6,1005,956,-9,0,0,,,,,,
2015,4,21,2,WN,1084,N217JC,OAK,PHX,1700,1657,-3,10,1707,110,111,95,646,1842,6,1850,1848,-2,0,0,,,,,,
2015,5,1,5,EV,4344,N13202,CRP,IAH,1904,1854,-10,8,1902,62,57,43,201,1945,6,2006,1951,-15,0,0,,,,,,
2015,4,22,3,DL,1616,N928DN,DEN,ATL,800,757,-3,12,809,185,157,139,1199,1228,6,1305,1234,-31,0,0,,,,,,
2015,7,18,6,DL,2569,N370NW,AUS,SLC,700,700,0,14,714,170,163,136,1086,830,13,850,843,-7,0,0,,,,,,
2015,12,7,1,OO,6242,N975SW,ORD,BNA,1753,1748,-5,36,1824,89,107,65,409,1929,6,1922,1935,13,0,0,,,,,,
2015,9,27,7,AA,1305,N3HEAA,ORD,JFK,1845,1943,58,30,2013,148,146,107,740,2300,9,2213,2309,56,0,0,,56,0,0,0,0
2015,2,27,5,AS,362,N462AS,SEA,SMF,1425,1420,-5,17,1437,101,103,82,605,1559,4,1606,1603,-3,0,0,,,,,,
2015,8,19,3,DL,1153,N911DE,ATL,BWI,1225,1220,-5,15,1235,113,103,84,577,1359,4,1418,1403,-15,0,0,,,,,,
2015,12,25,5,WN,2556,N7749B,LAS,SJC,1130,1203,33,9,1212,90,75,63,386,1315,3,1300,1318,18,0,0,,0,0,1,17,0
2015,2,19,4,OO,5202,N967SW,FSD,DEN,1308,1257,-11,10,1307,103,96,80,483,1327,6,1351,1333,-18,0,0,,,,,,
2015,12,27,7,OO,6474,N963SW,LAX,ABQ,1423,1432,9,18,1450,115,111,86,677,1716,7,1718,1723,5,0,0,,,,,,
2015,7,24,5,EV,4976,N132EV,IAH,MSP,1515,1510,-5,18,1528,170,162,138,1034,1746,6,1805,1752,-13,0,0,,,,,,
2015,9,20,7,VX,969,N637VA,SAN,SFO,1945,1946,1,15,2001,90,89,64,447,2105,10,2115,2115,0,0,0,,,,,,
2015,11,10,2,AA,1997,N191UW,ORD,PHL,1655,1651,-4,108,1839,122,215,97,678,2116,10,1957,2126,89,0,0,,89,0,0,0,0
2015,8,11,2,WN,3135,N289CT,BUR,OAK,800,758,-2,7,805,70,59,47,325,852,5,910,857,-13,0,0,,,,,,
2015,9,14,1,WN,2423,N365SW,SMF,LAS,1800,1818,18,15,1833,80,80,59,397,1932,6,1920,1938,18,0,0,,0,0,0,18,0
2015,9,20,7,B6,461,N534JB,LGA,PBI,730,724,-6,21,745,171,165,138,1035,1003,6,1021,1009,-12,0,0,,,,,,
2015,1,21,3,US,890,N198UW,CLT,DFW,2211,2209,-2,11,2220,171,175,157,936,2357,7,2,4,2,0,0,,,,,,
2015,7,15,3,VX,1178,N631VA,SAN,SFO,1220,1214,-6,11,1225,90,82,66,447,1331,5,1350,1336,-14,0,0,,,,,,
2015,12,8,2,WN,643,N7734H,MAF,HOU,1920,1932,12,6,1938,80,76,62,441,2040,8,2040,2048,8,0,0,,,,,,
2015,12,22,2,AA,1170,N3GVAA,DFW,LGA,1830,1841,11,19,1900,196,183,158,1389,2238,6,2246,2244,-2,0,0,,,,,,
2015,9,21,1,F9,525,N934FR,CLE,DEN,1225,1214,-11,11,1225,200,175,155,1201,1300,9,1345,1309,-36,0,0,,,,,,
2015,1,21,3,AA,1098,N480AA,SMF,DFW,1501,1454,-7,9,1503,199,192,172,1431,1955,11,2020,2006,-14,0,0,,,,,,
2015,5,27,3,US,475,N548UW,CLT,SFO,2000,2049,49,15,2104,335,330,307,2296,2311,8,2235,2319,44,0,0,,0,34,0,10,0
2015,10,21,3,UA,205,N807UA,14771,14057,812,806,-6,15,821,114,101,83,550,944,3,1006,947,-19,0,0,,,,,,
2015,7,10,5,F9,607,N207FR,MIA,ATL,1335,1329,-6,12,1341,115,114,83,594,1504,19,1530,1523,-7,0,0,,,,,,
2015,2,22,7,OO,4751,N448SW,GFK,MSP,1708,1700,-8,12,1712,71,73,50,284,1802,11,1819,1813,-6,0,0,,,,,,
2015,5,4,1,EV,5095,N933EV,ATL,GTR,1909,1903,-6,17,1920,66,61,41,241,1901,3,1915,1904,-11,0,0,,,,,,
2015,11,15,7,WN,331,N425LV,DEN,PDX,1425,1421,-4,9,1430,170,143,130,991,1540,4,1615,1544,-31,0,0,,,,,,
2015,5,16,6,WN,1242,N282WN,LAS,BNA,1425,1429,4,10,1439,215,205,189,1587,1948,6,2000,1954,-6,0,0,,,,,,
2015,9,14,1,OO,5547,N909SW,DEN,XNA,1006,1002,-4,36,1038,111,123,81,616,1259,6,1257,1305,8,0,0,,,,,,
2015,3,1,7,DL,2128,N6714Q,DTW,MCO,1015,1010,-5,15,1025,175,152,126,957,1231,11,1310,1242,-28,0,0,,,,,,
2015,2,12,4,UA,1691,N14237,DEN,LAS,1910,1922,12,15,1937,118,106,83,628,2000,8,2008,2008,0,0,0,,,,,,
2015,7,16,4,UA,1479,N31412,ORD,SAN,1220,1405,105,18,1423,255,239,217,1723,1600,4,1435,1604,89,0,0,,0,0,19,70,0
2015,10,3,6,OO,6341,N964SW,11292,11109,1400,1353,-7,16,1409,41,37,16,73,1425,5,1441,1430,-11,0,0,,,,,,
2015,6,18,4,OO,6411,N766SK,ORD,SAT,914,912,-2,21,933,169,179,154,1041,1207,4,1203,1211,8,0,0,,,,,,
2015,5,11,1,EV,3949,N11526,LCH,IAH,1027,1030,3,10,1040,55,56,41,127,1121,5,1122,1126,4,0,0,,,,,,
2015,2,25,3,AA,245,N3MCAA,DCA,LAX,1710,1705,-5,20,1725,357,342,318,2311,1943,4,2007,1947,-20,0,0,,,,,,
2015,9,8,2,AA,1539,N494AA,RDU,ORD,700,657,-3,30,727,129,133,96,646,803,7,809,810,1,0,0,,,,,,
2015,5,13,3,NK,245,N608NK,LAS,SAN,1816,1839,23,17,1856,65,73,48,258,1944,8,1921,1952,31,0,0,,8,0,23,0,0
2015,7,29,3,WN,4471,N967WN,BWI,PIT,2215,2217,2,17,2234,55,58,34,210,2308,7,2310,2315,5,0,0,,,,,,
2015,5,22,5,OO,4994,N971SW,DEN,SLC,800,752,-8,15,807,94,82,64,391,911,3,934,914,-20,0,0,,,,,,
2015,3,5,4,WN,256,N8308K,MCI,MDW,555,549,-6,9,558,90,71,56,405,654,6,725,700,-25,0,0,,,,,,
2015,5,29,5,MQ,3168,N500MQ,ORD,OKC,1655,1746,51,18,1804,138,124,102,693,1946,4,1913,1950,37,0,0,,1,0,0,36,0
2015,10,21,3,VX,2,N630VA,11278,14771,1715,1718,3,22,1740,360,340,312,2442,1952,6,2015,1958,-17,0,0,,,,,,
2015,2,20,5,WN,4820,N464WN,SMF,BUR,1935,2021,46,9,2030,70,62,51,358,2121,2,2045,2123,38,0,0,,0,0,1,37,0
2015,12,11,5,OO,4609,N187PQ,IAH,SLC,1150,1148,-2,15,1203,204,178,159,1195,1342,4,1414,1346,-28,0,0,,,,,,
2015,11,26,4,AA,444,N816AW,BWI,CLT,1030,1028,-2,15,1043,93,84,59,361,1142,10,1203,1152,-11,0,0,,,,,,
2015,6,19,5,AS,45,N764AS,ANC,BET,1915,1908,-7,11,1919,69,72,56,399,2015,5,2024,2020,-4,0,0,,,,,,
2015,8,28,5,AA,610,N187US,SFO,PHX,600,557,-3,13,610,122,112,91,651,741,8,802,749,-13,0,0,,,,,,
2015,1,30,5,F9,141,N208FR,DEN,SEA,1722,1714,-8,8,1722,173,161,147,1024,1849,6,1915,1855,-20,0,0,,,,,,
2015,8,16,7,UA,1560,N76505,EWR,SEA,1648,1656,8,20,1716,372,352,320,2402,1936,12,2000,1948,-12,0,0,,,,,,
2015,4,24,5,US,2053,N105UW,TPA,PHL,1425,1421,-4,12,1433,151,145,128,920,1641,5,1656,1646,-10,0,0,,,,,,
2015,6,18,4,WN,561,N608SW,BWI,PBI,835,836,1,16,852,150,146,125,883,1057,5,1105,1102,-3,0,0,,,,,,
2015,9,4,5,AA,1701,N716UW,PIT,CLT,1910,1906,-4,15,1921,84,89,63,366,2024,11,2034,2035,1,0,0,,,,,,
2015,10,14,3,AA,2426,N501AA,11298,15370,1845,1841,-4,12,1853,70,57,43,237,1936,2,1955,1938,-17,0,0,,,,,,
2015,12,27,7,AA,1494,N006AA,EGE,DFW,1409,,,,,136,,,721,,,1725,,,0,1,B,,,,,
2015,9,18,5,AS,18,N558AS,SEA,JFK,2125,2138,13,33,2211,335,324,283,2422,554,8,600,602,2,0,0,,,,,,
2015,8,2,7,UA,685,N850UA,MSY,ORD,1430,1420,-10,23,1443,155,163,116,837,1639,24,1705,1703,-2,0,0,,,,,,
2015,9,9,3,UA,595,N824UA,SFO,PHX,2004,1958,-6,14,2012,116,118,96,651,2148,8,2200,2156,-4,0,0,,,,,,
2015,4,3,5,WN,122,N732SW,SNA,SFO,1745,1740,-5,10,1750,80,78,61,372,1851,7,1905,1858,-7,0,0,,,,,,
2015,3,13,5,WN,861,N464WN,MSY,HOU,1815,1826,11,5,1831,75,71,50,302,1921,16,1930,1937,7,0,0,,,,,,
2015,12,4,5,UA,1122,N61881,IAH,TPA,730,723,-7,16,739,128,116,96,787,1015,4,1038,1019,-19,0,0,,,,,,
2015,10,3,6,AA,1263,N3EPAA,12478,12889,730,728,-2,28,756,344,331,290,2248,946,13,1014,959,-15,0,0,,,,,,
2015,3,13,5,UA,1097,N27477,IAH,LAX,1443,1455,12,18,1513,226,210,174,1379,1607,18,1629,1625,-4,0,0,,,,,,
2015,1,23,5,EV,5581,N146PQ,GRK,ATL,630,642,12,7,649,123,118,100,803,929,11,933,940,7,0,0,,,,,,
2015,2,4,3,US,591,N760US,SJC,PHX,955,946,-9,10,956,104,104,91,621,1227,3,1239,1230,-9,0,0,,,,,,
2015,7,6,1,VX,407,N838VA,JFK,LAX,905,914,9,24,938,355,343,313,2475,1151,6,1200,1157,-3,0,0,,,,,,
2015,8,26,3,EV,4201,N13913,EWR,DAY,1648,1647,-1,21,1708,116,110,83,533,1831,6,1844,1837,-7,0,0,,,,,,
2015,3,1,7,DL,1946,N937AT,CLE,ATL,1845,1849,4,34,1923,121,137,89,554,2052,14,2046,2106,20,0,0,,20,0,0,0,0
2015,10,20,2,AS,139,N514AS,13930,10299,945,1008,23,16,1024,410,397,379,2846,1343,2,1335,1345,10,0,0,,,,,,
2015,7,10,5,EV,3257,N12569,ORD,RIC,1046,1039,-7,12,1051,122,119,101,642,1332,6,1348,1338,-10,0,0,,,,,,
2015,8,2,7,OO,5443,N929SW,RDM,SFO,2013,2006,-7,9,2015,97,93,78,462,2133,6,2150,2139,-11,0,0,,,,,,
2015,7,11,6,DL,2179,N368NW,SLC,SMF,2155,2152,-3,14,2206,100,91,74,532,2220,3,2235,2223,-12,0,0,,,,,,
2015,11,15,7,B6,1142,N645JB,PBI,BDL,1302,1254,-8,13,1307,165,169,149,1133,1536,7,1547,1543,-4,0,0,,,,,,
2015,10,15,4,DL,1525,N908DA,10821,10397,1900,1907,7,16,1923,125,111,85,577,2048,10,2105,2058,-7,0,0,,,,,,
2015,11,23,1,UA,843,N550UA,LAX,ORD,848,838,-10,25,903,239,241,199,1744,1422,17,1447,1439,-8,0,0,,,,,,
2015,11,10,2,WN,817,N944WN,TUS,SAN,2000,1957,-3,10,2007,70,74,61,368,2008,3,2010,2011,1,0,0,,,,,,
2015,4,20,1,OO,6292,N938SW,DEN,CPR,800,752,-8,22,814,62,72,44,230,858,6,902,904,2,0,0,,,,,,
2015,7,20,1,OO,7375,N463SW,MSP,BRD,2201,2151,-10,20,2211,52,50,23,114,2234,7,2253,2241,-12,0,0,,,,,,
2015,6,4,4,UA,330,N845UA,ORD,EWR,1658,1707,9,20,1727,151,135,99,719,2006,16,2029,2022,-7,0,0,,,,,,
2015,7,8,3,AA,2116,N754UW,BOS,DCA,2000,1956,-4,22,2018,97,90,63,399,2121,5,2137,2126,-11,0,0,,,,,,
2015,9,7,1,AS,407,N792AS,SJC,PDX,835,821,-14,12,833,98,102,84,569,957,6,1013,1003,-10,0,0,,,,,,
2015,3,13,5,WN,308,N7729A,STL,MKE,2040,2042,2,10,2052,70,63,47,317,2139,6,2150,2145,-5,0,0,,,,,,
2015,5,28,4,US,1970,N103US,MIA,CLT,959,949,-10,12,1001,137,116,93,650,1134,11,1216,1145,-31,0,0,,,,,,
2015,5,22,5,EV,4295,N11119,IAH,CMH,1259,1304,5,34,1338,159,166,127,986,1645,5,1638,1650,12,0,0,,,,,,
2015,2,6,5,EV,4682,N14972,VPS,IAH,605,604,-1,29,633,122,128,91,528,804,8,807,812,5,0,0,,,,,,
2015,7,25,6,UA,1291,N75853,ANC,IAH,2044,1,197,14,15,410,399,375,3266,930,10,634,940,186,0,0,,0,0,25,161,0
2015,5,29,5,HA,223,N483HA,HNL,LIH,1936,1929,-7,16,1945,37,42,21,102,2006,5,2013,2011,-2,0,0,,,,,,
2015,7,10,5,UA,1188,N16732,EWR,ATL,1659,1701,2,30,1731,155,145,107,746,1918,8,1934,1926,-8,0,0,,,,,,
2015,4,19,7,DL,899,N956DN,MSP,PHX,1400,1410,10,10,1420,198,182,167,1276,1507,5,1518,1512,-6,0,0,,,,,,
2015,6,5,5,MQ,3581,N519MQ,LGA,RDU,1035,1154,79,37,1231,103,112,69,431,1340,6,1218,1346,88,0,0,,9,0,1,78,0
2015,4,19,7,OO,4462,N549CA,ABQ,SLC,1235,1224,-11,17,1241,104,98,70,493,1351,11,1419,1402,-17,0,0,,,,,,
2015,5,4,1,WN,3033,N254WN,DEN,HOU,740,737,-3,13,750,145,131,113,883,1043,5,1105,1048,-17,0,0,,,,,,
2015,7,29,3,WN,707,N8638A,BWI,HOU,745,744,-1,9,753,190,175,160,1246,933,6,955,939,-16,0,0,,,,,,
2015,12,4,5,WN,3174,N8634A,TPA,PIT,1815,1836,21,11,1847,140,133,108,873,2035,14,2035,2049,14,0,0,,,,,,
2015,3,18,3,EV,3937,N14991,IAH,MLU,910,904,-6,25,929,63,71,38,262,1007,8,1013,1015,2,0,0,,,,,,
2015,1,28,3,AS,499,N615AS,SAN,SEA,630,616,-14,23,639,180,173,144,1050,903,6,930,909,-21,0,0,,,,,,
2015,8,30,7,WN,3223,N217JC,MDW,CHS,1545,1546,1,9,1555,120,119,105,745,1840,5,1845,1845,0,0,0,,,,,,
2015,11,22,7,WN,224,N441WN,EWR,AUS,1340,1345,5,13,1358,265,229,212,1504,1630,4,1705,1634,-31,0,0,,,,,,
