date_of_journey,month,day_of_week,airline,flight_number,tail_number,origin_airport,destination_airport,scheduled_departure,departure_time,departure_delay,taxi_out,takeoff_time,scheduled_time,elapsed_time,air_time,distance,landing_time,taxi_in,scheduled_arrival,arrival_time,arrival_delay,diverted,cancelled,cancellation_reason,air_system_delay,security_delay,airline_delay,late_aircraft_delay,weather_delay
2015-11-03,November,Tuesday,AA,735,N510UW,LAS,PHX,19:45:00,19:38:00,-7.0,16.0,19:54:00,65.0,68.0,48.0,255,21:42:00,4.0,21:50:00,21:46:00,-4.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-01-22,January,Thursday,AA,317,N3GVAA,LGA,ORD,08:45:00,08:41:00,-4.0,21.0,09:02:00,165.0,150.0,115.0,733,09:57:00,14.0,10:30:00,10:11:00,-19.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-03,August,Monday,DL,721,N540US,ATL,MSP,16:35:00,16:32:00,-3.0,21.0,16:53:00,164.0,159.0,134.0,907,18:07:00,4.0,18:19:00,18:11:00,-8.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-05,September,Saturday,WN,5474,N792SW,PWM,BWI,13:30:00,13:31:00,1.0,10.0,13:41:00,90.0,80.0,63.0,452,14:44:00,7.0,15:00:00,14:51:00,-9.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-22,September,Tuesday,UA,1060,N26232,SFO,SAT,10:45:00,10:44:00,-1.0,15.0,10:59:00,212.0,196.0,178.0,1482,15:57:00,3.0,16:17:00,16:00:00,-17.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-05-14,May,Thursday,B6,1246,N184JB,CLT,BOS,11:41:00,11:34:00,-7.0,27.0,12:01:00,134.0,132.0,99.0,728,13:40:00,6.0,13:55:00,13:46:00,-9.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-05,October,Monday,UA,1835,N79279,12953,11292,08:59:00,08:54:00,-5.0,41.0,09:35:00,267.0,268.0,216.0,1620,11:11:00,11.0,11:26:00,11:22:00,-4.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-18,September,Friday,OO,4737,N629BR,MSP,DIK,19:53:00,19:48:00,-5.0,13.0,20:01:00,104.0,89.0,70.0,481,20:11:00,6.0,20:37:00,20:17:00,-20.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-03,October,Saturday,WN,4173,N402WN,10874,12953,13:45:00,16:03:00,138.0,30.0,16:33:00,90.0,115.0,81.0,397,17:54:00,4.0,15:15:00,17:58:00,163.0,0,0,Not Cancelled,25.0,0.0,7.0,131.0,0.0
2015-01-05,January,Monday,OO,4663,N606SK,SUN,SLC,13:00:00,12:58:00,-2.0,4.0,13:02:00,62.0,50.0,37.0,222,13:39:00,9.0,14:02:00,13:48:00,-14.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-09,June,Tuesday,UA,1153,N67846,BOS,ORD,06:10:00,06:10:00,0.0,16.0,06:26:00,159.0,161.0,132.0,867,07:38:00,13.0,07:49:00,07:51:00,2.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-05,September,Saturday,DL,839,N924DN,DCA,ATL,06:00:00,05:56:00,-4.0,12.0,06:08:00,105.0,98.0,78.0,547,07:26:00,8.0,07:45:00,07:34:00,-11.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-12-24,December,Thursday,HA,35,N590HA,PHX,HNL,08:00:00,07:53:00,-7.0,13.0,08:06:00,415.0,413.0,394.0,2917,11:40:00,6.0,11:55:00,11:46:00,-9.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-02-18,February,Wednesday,WN,4024,N8628A,MDW,DAL,06:20:00,06:19:00,-1.0,25.0,06:44:00,165.0,138.0,108.0,793,08:32:00,5.0,09:05:00,08:37:00,-28.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-01-29,January,Thursday,DL,1942,N983DL,EWR,ATL,15:35:00,15:32:00,-3.0,15.0,15:47:00,160.0,,,746,18:52:00,5.0,18:15:00,18:57:00,,1,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-24,November,Tuesday,B6,1076,N708JB,MCO,PVD,14:50:00,15:06:00,16.0,19.0,15:25:00,156.0,161.0,139.0,1072,17:44:00,3.0,17:26:00,17:47:00,21.0,0,0,Not Cancelled,5.0,0.0,16.0,0.0,0.0
2015-10-25,October,Sunday,DL,2422,N918DH,11057,10397,09:25:00,09:24:00,-1.0,24.0,09:48:00,79.0,78.0,45.0,226,10:33:00,9.0,10:44:00,10:42:00,-2.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-27,March,Friday,MQ,3012,N630MQ,DFW,LBB,09:55:00,09:56:00,1.0,21.0,10:17:00,66.0,72.0,47.0,282,11:04:00,4.0,11:01:00,11:08:00,7.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-11,March,Wednesday,WN,3769,N946WN,RSW,MDW,06:15:00,07:02:00,47.0,10.0,07:12:00,180.0,158.0,145.0,1105,08:37:00,3.0,08:15:00,08:40:00,25.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,25.0
2015-02-04,February,Wednesday,OO,2611,N464SW,LAX,SAN,21:04:00,21:02:00,-2.0,8.0,21:10:00,47.0,42.0,28.0,109,21:38:00,6.0,21:51:00,21:44:00,-7.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-04,August,Tuesday,MQ,3384,N902MQ,MLI,ORD,05:55:00,05:50:00,-5.0,9.0,05:59:00,61.0,49.0,28.0,139,06:27:00,12.0,06:56:00,06:39:00,-17.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-03,August,Monday,DL,1370,N945DN,ROC,ATL,12:04:00,11:58:00,-6.0,11.0,12:09:00,136.0,124.0,104.0,749,13:53:00,9.0,14:20:00,14:02:00,-18.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-18,August,Tuesday,AA,596,N657AW,PHX,MCI,18:55:00,18:55:00,0.0,12.0,19:07:00,156.0,153.0,134.0,1044,23:21:00,7.0,23:31:00,23:28:00,-3.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-12-23,December,Wednesday,MQ,3476,N836MQ,ORD,TVC,08:30:00,08:28:00,-2.0,18.0,08:46:00,67.0,62.0,41.0,224,10:27:00,3.0,10:37:00,10:30:00,-7.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-04,September,Friday,HA,21,N370HA,SEA,HNL,08:55:00,09:02:00,7.0,18.0,09:20:00,350.0,345.0,322.0,2677,11:42:00,5.0,11:45:00,11:47:00,2.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-12-11,December,Friday,HA,339,N478HA,OGG,LIH,12:09:00,12:02:00,-7.0,10.0,12:12:00,47.0,48.0,33.0,201,12:45:00,5.0,12:56:00,12:50:00,-6.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-14,September,Monday,AA,102,N359AA,HNL,DFW,20:30:00,20:23:00,-7.0,26.0,20:49:00,459.0,444.0,413.0,3784,08:42:00,5.0,09:09:00,08:47:00,-22.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-31,August,Monday,AA,1973,N749US,LGA,CLT,10:05:00,10:02:00,-3.0,22.0,10:24:00,132.0,123.0,95.0,544,11:59:00,6.0,12:17:00,12:05:00,-12.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-23,November,Monday,WN,1574,N219WN,MDW,DEN,05:25:00,05:22:00,-3.0,6.0,05:28:00,160.0,148.0,134.0,895,06:42:00,8.0,07:05:00,06:50:00,-15.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-12-07,December,Monday,WN,1537,N633SW,ABQ,PHX,11:15:00,11:13:00,-2.0,10.0,11:23:00,75.0,71.0,55.0,328,12:18:00,6.0,12:30:00,12:24:00,-6.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-08,July,Wednesday,EV,5077,N861AS,GNV,ATL,09:56:00,09:52:00,-4.0,9.0,10:01:00,75.0,67.0,49.0,300,10:50:00,9.0,11:11:00,10:59:00,-12.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-06,September,Sunday,AA,2414,N3AJAA,SJU,MIA,17:30:00,17:30:00,0.0,21.0,17:51:00,163.0,177.0,136.0,1045,20:07:00,20.0,20:13:00,20:27:00,14.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-05-12,May,Tuesday,WN,4788,N771SA,HOU,MCI,15:00:00,14:56:00,-4.0,18.0,15:14:00,115.0,111.0,88.0,666,16:42:00,5.0,16:55:00,16:47:00,-8.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-03,November,Tuesday,EV,5110,N922EV,LEX,DTW,10:10:00,10:03:00,-7.0,9.0,10:12:00,80.0,67.0,53.0,296,11:05:00,5.0,11:30:00,11:10:00,-20.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-04-03,April,Friday,AA,1448,N4XYAA,DFW,TUS,10:35:00,10:33:00,-2.0,21.0,10:54:00,150.0,150.0,124.0,813,10:58:00,5.0,11:05:00,11:03:00,-2.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-02-16,February,Monday,WN,4381,N7736A,TPA,MHT,12:45:00,12:43:00,-2.0,8.0,12:51:00,170.0,163.0,150.0,1204,15:21:00,5.0,15:35:00,15:26:00,-9.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-21,June,Sunday,WN,397,N947WN,MSY,HOU,20:00:00,19:57:00,-3.0,13.0,20:10:00,70.0,71.0,51.0,302,21:01:00,7.0,21:10:00,21:08:00,-2.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-06,June,Saturday,OO,6385,N787SK,SMF,DEN,10:01:00,09:56:00,-5.0,13.0,10:09:00,144.0,141.0,120.0,909,13:09:00,8.0,13:25:00,13:17:00,-8.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-24,June,Wednesday,AA,185,N785AA,JFK,LAX,21:00:00,21:43:00,43.0,26.0,22:09:00,364.0,355.0,322.0,2475,00:31:00,7.0,00:04:00,00:38:00,34.0,0,0,Not Cancelled,0.0,0.0,11.0,23.0,0.0
2015-10-26,October,Monday,WN,667,N244WN,14893,14908,19:10:00,19:01:00,-9.0,14.0,19:15:00,80.0,79.0,61.0,404,20:16:00,4.0,20:30:00,20:20:00,-10.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-15,June,Monday,NK,106,N503NK,MSP,BWI,16:46:00,17:55:00,69.0,20.0,18:15:00,146.0,158.0,127.0,936,21:22:00,11.0,20:12:00,21:33:00,81.0,0,0,Not Cancelled,12.0,0.0,0.0,0.0,69.0
2015-06-23,June,Tuesday,DL,678,N968DL,DTW,ORD,21:49:00,21:48:00,-1.0,14.0,22:02:00,73.0,68.0,42.0,235,21:44:00,12.0,22:02:00,21:56:00,-6.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-18,September,Friday,WN,1086,N521SW,AUS,DAL,20:00:00,19:57:00,-3.0,7.0,20:04:00,55.0,51.0,41.0,189,20:45:00,3.0,20:55:00,20:48:00,-7.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-15,July,Wednesday,NK,903,N618NK,ORD,DFW,20:10:00,20:31:00,21.0,27.0,20:58:00,135.0,146.0,112.0,802,22:50:00,7.0,22:25:00,22:57:00,32.0,0,0,Not Cancelled,11.0,0.0,18.0,3.0,0.0
2015-12-15,December,Tuesday,AA,1468,N4XEAA,DSM,DFW,05:44:00,05:40:00,-4.0,13.0,05:53:00,131.0,129.0,105.0,624,07:38:00,11.0,07:55:00,07:49:00,-6.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-25,October,Sunday,AA,1748,N942UW,13204,14100,17:25:00,17:26:00,1.0,16.0,17:42:00,145.0,142.0,122.0,861,19:44:00,4.0,19:50:00,19:48:00,-2.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-22,March,Sunday,MQ,3606,N535MQ,DTW,ORD,21:27:00,21:35:00,8.0,8.0,21:43:00,76.0,77.0,48.0,235,21:31:00,21.0,21:43:00,21:52:00,9.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-04-18,April,Saturday,DL,2475,N936DN,MKE,ATL,12:17:00,12:18:00,1.0,17.0,12:35:00,125.0,121.0,97.0,669,15:12:00,7.0,15:22:00,15:19:00,-3.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-07,August,Friday,AA,1841,N738US,TPA,DCA,18:40:00,18:35:00,-5.0,7.0,18:42:00,132.0,122.0,112.0,814,20:34:00,3.0,20:52:00,20:37:00,-15.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-30,June,Tuesday,F9,822,N910FR,DEN,MCI,19:30:00,19:26:00,-4.0,11.0,19:37:00,93.0,88.0,69.0,533,21:46:00,8.0,22:03:00,21:54:00,-9.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-23,August,Sunday,MQ,3364,N682MQ,ORD,LEX,15:44:00,15:39:00,-5.0,16.0,15:55:00,78.0,75.0,54.0,323,17:49:00,5.0,18:02:00,17:54:00,-8.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-10,July,Friday,OO,6441,N909SW,SLC,SFO,17:20:00,21:09:00,229.0,19.0,21:28:00,128.0,120.0,97.0,599,22:05:00,4.0,18:28:00,22:09:00,221.0,0,0,Not Cancelled,205.0,0.0,0.0,16.0,0.0
2015-04-12,April,Sunday,B6,1895,N603JB,HPN,MCO,07:30:00,07:28:00,-2.0,12.0,07:40:00,168.0,154.0,133.0,972,09:53:00,9.0,10:18:00,10:02:00,-16.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-04,June,Thursday,DL,795,N355NB,MSP,GRR,13:29:00,13:20:00,-9.0,8.0,13:28:00,80.0,69.0,58.0,408,15:26:00,3.0,15:49:00,15:29:00,-20.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-05-02,May,Saturday,WN,179,N927WN,PHL,STL,08:00:00,07:51:00,-9.0,16.0,08:07:00,160.0,132.0,112.0,814,08:59:00,4.0,09:40:00,09:03:00,-37.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-12,July,Sunday,OO,6465,N959SW,SLC,LAX,07:09:00,07:03:00,-6.0,11.0,07:14:00,120.0,142.0,101.0,590,07:55:00,30.0,08:09:00,08:25:00,16.0,0,0,Not Cancelled,16.0,0.0,0.0,0.0,0.0
2015-06-21,June,Sunday,OO,6357,N120SY,ORD,FCA,09:05:00,09:04:00,-1.0,17.0,09:21:00,234.0,231.0,210.0,1352,11:51:00,4.0,11:59:00,11:55:00,-4.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-15,October,Thursday,AA,688,N767UW,14107,13871,09:05:00,09:00:00,-5.0,17.0,09:17:00,163.0,150.0,127.0,1037,13:24:00,6.0,13:48:00,13:30:00,-18.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-22,November,Sunday,AA,402,N745VJ,PIT,CLT,10:30:00,10:28:00,-2.0,10.0,10:38:00,97.0,97.0,75.0,366,11:53:00,12.0,12:07:00,12:05:00,-2.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-28,October,Wednesday,OO,5331,N957SW,13930,11823,15:51:00,15:58:00,7.0,33.0,16:31:00,60.0,71.0,33.0,157,18:04:00,5.0,17:51:00,18:09:00,18.0,0,0,Not Cancelled,11.0,0.0,7.0,0.0,0.0
2015-06-26,June,Friday,OO,4549,N426SW,MSP,LSE,16:17:00,16:14:00,-3.0,21.0,16:35:00,48.0,52.0,26.0,119,17:01:00,5.0,17:05:00,17:06:00,1.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-01-08,January,Thursday,OO,4741,N606SK,SEA,PHX,10:15:00,11:44:00,89.0,18.0,12:02:00,165.0,160.0,139.0,1107,15:21:00,3.0,14:00:00,15:24:00,84.0,0,0,Not Cancelled,0.0,0.0,77.0,7.0,0.0
2015-09-06,September,Sunday,DL,1320,N969DL,DTW,ALB,20:35:00,21:36:00,61.0,18.0,21:54:00,95.0,89.0,66.0,489,23:00:00,5.0,22:10:00,23:05:00,55.0,0,0,Not Cancelled,0.0,0.0,55.0,0.0,0.0
2015-05-11,May,Monday,AS,530,N317AS,SEA,ONT,07:25:00,07:22:00,-3.0,14.0,07:36:00,142.0,147.0,128.0,956,09:44:00,5.0,09:47:00,09:49:00,2.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-05-26,May,Tuesday,WN,998,N8617E,CMH,LAS,07:15:00,07:10:00,-5.0,10.0,07:20:00,260.0,240.0,226.0,1771,08:06:00,4.0,08:35:00,08:10:00,-25.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-01,July,Wednesday,WN,1639,N7744A,SNA,SFO,06:45:00,06:41:00,-4.0,19.0,07:00:00,95.0,81.0,57.0,372,07:57:00,5.0,08:20:00,08:02:00,-18.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-12-14,December,Monday,EV,5538,N849AS,CHA,ATL,09:23:00,09:20:00,-3.0,12.0,09:32:00,55.0,70.0,49.0,106,10:21:00,9.0,10:18:00,10:30:00,12.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-16,March,Monday,DL,2630,N907DA,ATL,BOS,10:15:00,10:10:00,-5.0,19.0,10:29:00,155.0,157.0,133.0,946,12:42:00,5.0,12:50:00,12:47:00,-3.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-22,September,Tuesday,DL,2845,N607AT,LAX,SJC,08:30:00,08:30:00,0.0,12.0,08:42:00,80.0,68.0,52.0,308,09:34:00,4.0,09:50:00,09:38:00,-12.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-12-16,December,Wednesday,AA,857,N767UW,CLT,DTW,13:00:00,12:55:00,-5.0,12.0,13:07:00,108.0,100.0,79.0,500,14:26:00,9.0,14:48:00,14:35:00,-13.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-19,June,Friday,UA,1924,N17128,DEN,IAD,15:20:00,18:06:00,166.0,12.0,18:18:00,206.0,181.0,165.0,1452,23:03:00,4.0,20:46:00,23:07:00,141.0,0,0,Not Cancelled,0.0,0.0,11.0,130.0,0.0
2015-08-08,August,Saturday,UA,379,N461UA,IAH,BOS,15:41:00,16:02:00,21.0,17.0,16:19:00,235.0,216.0,195.0,1597,20:34:00,4.0,20:36:00,20:38:00,2.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-04-15,April,Wednesday,WN,586,N473WN,SMF,BUR,06:35:00,06:31:00,-4.0,7.0,06:38:00,70.0,61.0,51.0,358,07:29:00,3.0,07:45:00,07:32:00,-13.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-09,October,Friday,WN,1053,N8638A,11066,12889,07:00:00,07:08:00,8.0,14.0,07:22:00,270.0,245.0,225.0,1771,08:07:00,6.0,08:30:00,08:13:00,-17.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-25,October,Sunday,WN,2202,N564WN,13232,11423,21:55:00,21:49:00,-6.0,10.0,21:59:00,75.0,66.0,51.0,306,22:50:00,5.0,23:10:00,22:55:00,-15.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-01-07,January,Wednesday,EV,5056,N839AS,ATL,FAY,14:50:00,14:51:00,1.0,9.0,15:00:00,74.0,61.0,48.0,331,15:48:00,4.0,16:04:00,15:52:00,-12.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-27,September,Sunday,DL,692,N896AT,DTW,MCI,08:41:00,08:32:00,-9.0,15.0,08:47:00,124.0,106.0,85.0,629,09:12:00,6.0,09:45:00,09:18:00,-27.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-02-22,February,Sunday,MQ,3494,N521MQ,XNA,DFW,09:29:00,09:37:00,8.0,24.0,10:01:00,76.0,86.0,53.0,280,10:54:00,9.0,10:45:00,11:03:00,18.0,0,0,Not Cancelled,10.0,0.0,8.0,0.0,0.0
2015-07-19,July,Sunday,WN,1795,N497WN,DEN,MCO,06:50:00,06:45:00,-5.0,9.0,06:54:00,215.0,207.0,190.0,1546,12:04:00,8.0,12:25:00,12:12:00,-13.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-26,August,Wednesday,WN,3146,N7812G,IND,DEN,06:40:00,06:38:00,-2.0,11.0,06:49:00,165.0,149.0,133.0,977,07:02:00,5.0,07:25:00,07:07:00,-18.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-15,October,Thursday,DL,2003,N332NB,12953,13303,07:05:00,07:03:00,-2.0,31.0,07:34:00,195.0,190.0,155.0,1096,10:09:00,4.0,10:20:00,10:13:00,-7.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-15,July,Wednesday,EV,2602,N684JW,AEX,DFW,13:41:00,13:55:00,14.0,11.0,14:06:00,79.0,75.0,48.0,285,14:54:00,16.0,15:00:00,15:10:00,10.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-05-14,May,Thursday,DL,1931,N976DL,JAN,ATL,05:45:00,05:40:00,-5.0,11.0,05:51:00,76.0,70.0,53.0,341,07:44:00,6.0,08:01:00,07:50:00,-11.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-04-22,April,Wednesday,EV,5601,N186PQ,FSD,ATL,06:15:00,06:10:00,-5.0,12.0,06:22:00,145.0,133.0,114.0,954,09:16:00,7.0,09:40:00,09:23:00,-17.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-22,October,Thursday,WN,3239,N7742B,12278,12889,09:40:00,09:36:00,-4.0,6.0,09:42:00,160.0,139.0,125.0,986,09:47:00,8.0,10:20:00,09:55:00,-25.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-16,September,Wednesday,WN,614,N205WN,SNA,PHX,12:35:00,12:35:00,0.0,13.0,12:48:00,70.0,68.0,50.0,338,13:38:00,5.0,13:45:00,13:43:00,-2.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-01-14,January,Wednesday,MQ,3071,N672MQ,GSO,DFW,18:12:00,19:26:00,74.0,11.0,19:37:00,198.0,171.0,153.0,999,21:10:00,7.0,20:30:00,21:17:00,47.0,0,0,Not Cancelled,0.0,0.0,1.0,46.0,0.0
2015-12-11,December,Friday,WN,3158,N7741C,DEN,JAX,18:25:00,18:19:00,-6.0,9.0,18:28:00,185.0,178.0,164.0,1447,23:12:00,5.0,23:30:00,23:17:00,-13.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-17,March,Tuesday,DL,1612,N941DN,ORD,ATL,15:35:00,15:58:00,23.0,11.0,16:09:00,120.0,95.0,80.0,606,18:29:00,4.0,18:35:00,18:33:00,-2.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-05-12,May,Tuesday,US,1954,N539UW,CLT,LGA,20:20:00,20:21:00,1.0,16.0,20:37:00,108.0,98.0,74.0,544,21:51:00,8.0,22:08:00,21:59:00,-9.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-14,October,Wednesday,AA,2067,N754UW,11057,11433,18:10:00,18:05:00,-5.0,25.0,18:30:00,110.0,111.0,77.0,500,19:47:00,9.0,20:00:00,19:56:00,-4.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-12-19,December,Saturday,EV,5819,N12175,ORD,GSO,07:07:00,07:01:00,-6.0,18.0,07:19:00,110.0,99.0,78.0,589,09:37:00,3.0,09:57:00,09:40:00,-17.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-01,March,Sunday,US,1715,N770UW,CLT,BNA,18:10:00,18:10:00,0.0,11.0,18:21:00,86.0,80.0,64.0,328,18:25:00,5.0,18:36:00,18:30:00,-6.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-15,June,Monday,AA,1114,N3FVAA,LGA,DFW,15:30:00,15:25:00,-5.0,134.0,17:39:00,245.0,322.0,182.0,1389,19:41:00,6.0,18:35:00,19:47:00,72.0,0,0,Not Cancelled,72.0,0.0,0.0,0.0,0.0
2015-01-19,January,Monday,B6,62,N505JB,PBI,LGA,10:45:00,10:39:00,-6.0,10.0,10:49:00,164.0,171.0,141.0,1035,13:10:00,20.0,13:29:00,13:30:00,1.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-01-02,January,Friday,UA,1147,N69818,IAH,PHX,21:09:00,23:11:00,122.0,18.0,23:29:00,176.0,160.0,138.0,1009,00:47:00,4.0,23:05:00,00:51:00,106.0,0,0,Not Cancelled,0.0,0.0,49.0,57.0,0.0
2015-12-19,December,Saturday,DL,2282,N824DN,MSP,MCO,11:06:00,11:01:00,-5.0,22.0,11:23:00,192.0,189.0,158.0,1310,15:01:00,9.0,15:18:00,15:10:00,-8.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-18,September,Friday,B6,507,N317JB,PWM,JFK,19:41:00,19:31:00,-10.0,15.0,19:46:00,81.0,76.0,51.0,273,20:37:00,10.0,21:02:00,20:47:00,-15.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-07,October,Wednesday,OO,6200,N134SY,13930,13198,22:30:00,22:24:00,-6.0,16.0,22:40:00,89.0,88.0,68.0,403,23:48:00,4.0,23:59:00,23:52:00,-7.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-09,September,Wednesday,WN,2176,N371SW,PHL,MCO,08:10:00,08:05:00,-5.0,34.0,08:39:00,150.0,162.0,121.0,861,10:40:00,7.0,10:40:00,10:47:00,7.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-19,October,Monday,NK,360,N633NK,13796,12889,13:48:00,14:11:00,23.0,11.0,14:22:00,84.0,81.0,64.0,407,15:26:00,6.0,15:12:00,15:32:00,20.0,0,0,Not Cancelled,20.0,0.0,0.0,0.0,0.0
2015-04-06,April,Monday,UA,514,N814UA,PHX,ORD,14:11:00,14:16:00,5.0,14.0,14:30:00,206.0,200.0,169.0,1440,19:19:00,17.0,19:37:00,19:36:00,-1.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-07,September,Monday,AA,1829,N105UW,CLT,TPA,18:10:00,18:16:00,6.0,24.0,18:40:00,103.0,113.0,85.0,507,20:05:00,4.0,19:53:00,20:09:00,16.0,0,0,Not Cancelled,10.0,0.0,3.0,3.0,0.0
2015-10-23,October,Friday,OO,6421,N138SY,15016,14771,07:00:00,06:58:00,-2.0,16.0,07:14:00,270.0,263.0,243.0,1735,09:17:00,4.0,09:30:00,09:21:00,-9.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
